Invoice,Hold Date,Hold Code,Release Code,Release Reason,Status Flag
7808848,4/27/2017 17:34,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7809128,4/27/2017 17:34,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7815184,4/27/2017 17:34,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7814283,4/27/2017 17:34,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7815837,4/27/2017 17:35,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7815917,4/27/2017 17:35,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7815922,4/27/2017 17:35,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7817618,4/27/2017 17:36,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7818801,4/27/2017 17:36,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7819354,4/27/2017 17:36,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7819891,4/27/2017 17:37,QTY REC,MATCHED,Passed matching condition,0
7821031,4/27/2017 17:39,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7821372,4/27/2017 17:39,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7822525,4/27/2017 17:43,MAX SHIP AMOUNT,MATCHED,Passed matching condition,0
7822555,4/27/2017 17:45,MAX SHIP AMOUNT,HOLDS QUICK RELEASED,Holds Released,1
7822501,4/27/2017 17:46,MAX SHIP AMOUNT,MATCHED,Passed matching condition,0
7804703,4/28/2017 8:11,Do not pay per dept.,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7822992,4/28/2017 6:42,AP RVW - QC,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7823114,4/28/2017 7:10,AP RVW - QC,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7823134,4/28/2017 7:56,AP RVW - QC,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7822980,4/28/2017 6:37,AP RVW - QC,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7823025,4/28/2017 6:59,AP RVW - QC,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7823106,4/28/2017 7:06,AP RVW - QC,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7813177,4/23/2017 7:27,AP RVW - QC,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7821977,4/27/2017 13:32,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7821979,4/27/2017 13:32,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7821993,4/27/2017 13:32,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7821996,4/27/2017 13:32,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7821997,4/27/2017 13:32,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7822155,4/27/2017 13:33,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7825003,4/28/2017 13:03,AP RVW - QC,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7815184,4/28/2017 13:05,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7814283,4/28/2017 13:05,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7819915,4/27/2017 6:50,AP RVW - QC,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7820605,4/27/2017 10:21,AP RVW - QC,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7823606,4/28/2017 10:59,AP RVW - QC,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7823626,4/28/2017 11:07,AP RVW - QC,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7815837,4/28/2017 13:06,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7815917,4/28/2017 13:06,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7815922,4/28/2017 13:06,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7817618,4/28/2017 13:06,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7818801,4/28/2017 13:06,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7823622,4/28/2017 11:06,AP RVW - QC,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7816497,4/26/2017 6:46,AP RVW - QC,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7823785,4/28/2017 11:39,AP RVW - QC,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7823791,4/28/2017 11:42,AP RVW - QC,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7823832,4/28/2017 11:55,AP RVW - QC,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7824982,4/28/2017 12:46,AP RVW - QC,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7819354,4/28/2017 13:06,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7821031,4/28/2017 13:06,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7821372,4/28/2017 13:06,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7824018,4/28/2017 13:08,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7824020,4/28/2017 13:08,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7823517,4/28/2017 9:57,AP RVW - QC,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7824026,4/28/2017 13:08,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7824139,4/28/2017 13:10,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7824335,4/28/2017 13:14,MAX SHIP AMOUNT,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7824335,4/28/2017 13:14,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7824369,4/28/2017 13:15,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7816783,4/26/2017 7:33,AP RVW - QC,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7823588,4/28/2017 10:53,AP RVW - QC,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7823619,4/28/2017 11:05,AP RVW - QC,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7823636,4/28/2017 11:10,AP RVW - QC,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7824968,4/28/2017 12:34,AP RVW - QC,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7824975,4/28/2017 12:37,AP RVW - QC,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7803147,4/28/2017 13:05,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7803753,4/28/2017 13:05,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7811350,4/28/2017 13:05,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7808228,4/28/2017 13:05,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7808848,4/28/2017 13:05,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7809128,4/28/2017 13:05,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7823441,4/28/2017 9:22,AP RVW - QC,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7823829,4/28/2017 11:53,WIRE CONFIRM PENDING,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7824335,4/28/2017 17:39,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7825129,4/28/2017 17:41,LINE VARIANCE,VARIANCE CORRECTED,Invoice variance corrected,0
7825129,4/28/2017 17:41,CANNOT EXECUTE ALLOCATION,APPROVED,Hold Released,0
7825129,4/28/2017 17:41,DIST VARIANCE,VARIANCE CORRECTED,Invoice variance corrected,0
7825217,4/28/2017 17:42,MAX SHIP AMOUNT,HOLDS QUICK RELEASED,Holds Released,1
7825218,4/28/2017 17:42,MAX SHIP AMOUNT,HOLDS QUICK RELEASED,Holds Released,1
7825200,4/28/2017 17:43,MAX SHIP AMOUNT,MATCHED,Passed matching condition,0
7825202,4/28/2017 17:43,MAX SHIP AMOUNT,MATCHED,Passed matching condition,0
7825203,4/28/2017 17:43,MAX SHIP AMOUNT,MATCHED,Passed matching condition,0
7820593,4/27/2017 10:16,AP RVW - QC,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7819158,4/26/2017 12:12,AP RVW - QC,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7820683,4/27/2017 11:02,AP RVW - QC,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7825483,4/29/2017 2:43,AP RVW - QC,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7825507,4/29/2017 4:09,AP RVW - QC,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7825509,4/29/2017 4:11,AP RVW - QC,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7825530,4/29/2017 5:24,AP RVW - QC,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7825555,4/29/2017 5:28,AP RVW - QC,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7825558,4/29/2017 5:32,AP RVW - QC,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7820098,4/27/2017 7:32,AP RVW - QC,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7825561,4/29/2017 5:40,AP RVW - QC,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7820579,4/27/2017 10:09,AP RVW - QC,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7825221,4/28/2017 14:44,AP RVW - QC,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7824430,4/28/2017 13:16,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7824745,4/28/2017 13:17,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7824507,4/28/2017 13:18,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7824600,4/28/2017 13:20,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7824632,4/28/2017 13:20,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7824700,4/28/2017 13:22,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7824714,4/28/2017 13:22,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7824719,4/28/2017 13:22,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7824721,4/28/2017 13:22,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7824722,4/28/2017 13:22,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7824750,4/28/2017 13:22,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7824755,4/28/2017 13:22,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7824783,4/28/2017 13:23,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7824874,4/28/2017 13:24,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7824880,4/28/2017 13:24,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7824776,4/28/2017 13:24,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7824797,4/28/2017 13:24,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7824849,4/28/2017 13:25,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7824903,4/28/2017 13:26,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7803147,4/28/2017 17:34,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7803753,4/28/2017 17:34,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7811350,4/28/2017 17:35,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7808228,4/28/2017 17:35,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7808848,4/28/2017 17:35,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7809128,4/28/2017 17:35,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7815184,4/28/2017 17:35,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7814283,4/28/2017 17:35,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7815837,4/28/2017 17:36,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7815917,4/28/2017 17:36,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7815922,4/28/2017 17:36,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7817618,4/28/2017 17:36,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7818801,4/28/2017 17:36,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7819354,4/28/2017 17:37,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7823164,4/28/2017 17:37,QTY REC,MATCHED,Passed matching condition,0
7823164,4/28/2017 17:37,MAX SHIP AMOUNT,MATCHED,Passed matching condition,0
7821031,4/28/2017 17:38,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7821372,4/28/2017 17:38,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7823028,4/28/2017 7:00,AP RVW - QC,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7803147,4/29/2017 13:03,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7803753,4/29/2017 13:03,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7811350,4/29/2017 13:04,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7808228,4/29/2017 13:04,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7808848,4/29/2017 13:04,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7809128,4/29/2017 13:04,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7815184,4/29/2017 13:04,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7814283,4/29/2017 13:04,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7825818,4/29/2017 7:42,Sub Award Approval Req,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7826165,4/29/2017 9:44,AP RVW - QC,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7826316,4/29/2017 10:57,AP RVW - QC,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7826316,4/29/2017 10:58,DIST VARIANCE,VARIANCE CORRECTED,Invoice variance corrected,0
7826341,4/29/2017 11:15,MAX SHIP AMOUNT,MATCHED,Passed matching condition,0
7826197,4/29/2017 10:04,AP RVW - QC,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7826576,4/29/2017 12:03,AP RVW - QC,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7826578,4/29/2017 12:05,AP RVW - QC,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7827507,4/29/2017 12:21,AP RVW - QC,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7827529,4/29/2017 12:41,AP RVW - QC,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7825643,4/29/2017 7:04,AP RVW - QC,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7825755,4/29/2017 7:13,AP RVW - QC,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7825793,4/29/2017 7:32,AP RVW - QC,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7825890,4/29/2017 9:07,AP RVW - QC,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7826067,4/29/2017 9:12,AP RVW - QC,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7826067,4/29/2017 9:12,MAX SHIP AMOUNT,MATCHED,Passed matching condition,0
7826166,4/29/2017 9:45,AP RVW - QC,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7826221,4/29/2017 10:21,QTY REC,MATCHED,Passed matching condition,0
7826270,4/29/2017 10:34,AP RVW - QC,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7823962,4/28/2017 12:05,AP RVW - QC,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7826279,4/29/2017 10:39,AP RVW - QC,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7823152,4/28/2017 8:17,AP RVW - QC,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7823018,4/28/2017 6:56,AP RVW - QC,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7825584,4/29/2017 6:06,AP RVW - QC,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7825638,4/29/2017 7:03,AP RVW - QC,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7825638,4/29/2017 7:04,MAX SHIP AMOUNT,MATCHED,Passed matching condition,0
7825774,4/29/2017 7:25,AP RVW - QC,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7825774,4/29/2017 7:25,Dept Approval Required,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7825774,4/29/2017 7:25,QTY REC,MATCHED,Passed matching condition,0
7825815,4/29/2017 7:42,AP RVW - QC,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7825845,4/29/2017 8:07,AP RVW - QC,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7825850,4/29/2017 8:11,AP RVW - QC,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7825861,4/29/2017 8:22,AP RVW - QC,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7825866,4/29/2017 8:34,AP RVW - QC,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7826067,4/29/2017 11:13,LINE VARIANCE,VARIANCE CORRECTED,Invoice variance corrected,0
7823514,4/28/2017 9:54,AP RVW - QC,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7826337,4/29/2017 11:10,AP RVW - QC,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7827538,4/29/2017 12:46,AP RVW - QC,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7827556,4/29/2017 13:02,AP RVW - QC,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7827583,4/29/2017 13:22,Sub Award Approval Req,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7827604,4/29/2017 13:52,MAX SHIP AMOUNT,MATCHED,Passed matching condition,0
7803147,4/29/2017 17:32,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7803753,4/29/2017 17:32,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7827569,4/29/2017 13:11,AP RVW - QC,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7827569,4/29/2017 13:11,Dept Approval Required,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7827575,4/29/2017 13:14,AP RVW - QC,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7827575,4/29/2017 13:15,MAX SHIP AMOUNT,MATCHED,Passed matching condition,0
7811350,4/29/2017 17:33,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7808228,4/29/2017 17:33,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7808848,4/29/2017 17:33,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7809128,4/29/2017 17:33,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7815184,4/29/2017 17:33,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7814283,4/29/2017 17:33,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7815917,4/29/2017 17:34,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7815922,4/29/2017 17:34,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7817618,4/29/2017 17:34,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7818801,4/29/2017 17:34,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7815917,4/29/2017 13:04,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7815922,4/29/2017 13:04,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7817618,4/29/2017 13:05,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7818801,4/29/2017 13:05,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7819354,4/29/2017 13:05,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7821031,4/29/2017 13:05,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7821372,4/29/2017 13:05,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7824335,4/29/2017 13:05,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7826603,4/29/2017 13:05,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7826807,4/29/2017 13:07,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7826642,4/29/2017 13:07,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7826617,4/29/2017 13:08,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7826619,4/29/2017 13:08,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7826595,4/29/2017 13:10,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7826601,4/29/2017 13:10,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7826878,4/29/2017 13:10,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7826985,4/29/2017 13:10,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7826954,4/29/2017 13:14,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7827195,4/29/2017 13:15,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7827213,4/29/2017 13:17,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7827213,4/29/2017 13:17,Research Tax Credit Varia,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7827241,4/29/2017 13:18,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7827134,4/29/2017 13:18,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7827146,4/29/2017 13:18,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7827452,4/29/2017 13:21,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7827453,4/29/2017 13:21,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7827353,4/29/2017 13:22,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7827353,4/29/2017 13:22,Dept Approval Required,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7827361,4/29/2017 13:22,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7827384,4/29/2017 13:22,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7827395,4/29/2017 13:23,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7827407,4/29/2017 13:23,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7827410,4/29/2017 13:23,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7827421,4/29/2017 13:23,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7828032,4/29/2017 14:59,AP RVW - QC,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7828940,4/30/2017 10:13,AP RVW - QC,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7829043,4/30/2017 11:03,AP RVW - QC,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7829033,4/30/2017 10:54,AP RVW - QC,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7829080,4/30/2017 11:20,AP RVW - QC,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7828523,4/30/2017 11:27,AP RVW - QC,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7828934,4/30/2017 11:27,AP RVW - QC,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7824995,4/28/2017 13:00,WIRE CONFIRM PENDING,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7829199,4/30/2017 11:29,AP RVW - QC,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7829200,4/30/2017 11:30,AP RVW - QC,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7828212,4/30/2017 4:51,AP RVW - QC,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7828213,4/30/2017 4:52,AP RVW - QC,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7828310,4/30/2017 6:14,Dept Approval Required,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7828310,4/30/2017 6:14,AP RVW - QC,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7828378,4/30/2017 6:49,AP RVW - QC,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7828557,4/30/2017 9:02,QTY REC,MATCHED,Passed matching condition,0
7829048,4/30/2017 11:02,AP RVW - QC,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7829288,4/30/2017 11:53,WIRE CONFIRM PENDING,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7829285,4/30/2017 11:54,DIST VARIANCE,VARIANCE CORRECTED,Invoice variance corrected,0
7829515,4/30/2017 12:05,WIRE CONFIRM PENDING,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7829519,4/30/2017 12:10,LINE VARIANCE,VARIANCE CORRECTED,Invoice variance corrected,0
7828944,4/30/2017 10:12,AP RVW - QC,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7828993,4/30/2017 10:30,AP RVW - QC,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
