"Invoice","Invoice Date","Invoice Type","Pay Method","Payment Flag","Invoice Amount"
7858100,13-MAY-17 12:11:05,"STANDARD","EFT",1,153.92
7858103,13-MAY-17 12:11:05,"STANDARD","EFT",1,121.01
7858104,13-MAY-17 12:11:05,"STANDARD","EFT",1,150.46
7858105,13-MAY-17 12:11:05,"STANDARD","EFT",1,368.15
7858107,13-MAY-17 12:11:05,"STANDARD","EFT",1,177.19
7858108,13-MAY-17 12:11:05,"STANDARD","EFT",1,64.72
7858110,13-MAY-17 12:11:05,"STANDARD","EFT",1,189.79
7858111,13-MAY-17 12:11:05,"STANDARD","EFT",1,167.43
7858113,13-MAY-17 12:11:05,"STANDARD","EFT",1,453.56
7858115,13-MAY-17 12:11:05,"STANDARD","EFT",1,152.72
7858116,13-MAY-17 12:11:05,"STANDARD","EFT",1,351.22
7858117,13-MAY-17 12:11:05,"STANDARD","EFT",1,332.47
7858119,13-MAY-17 12:11:05,"STANDARD","EFT",1,522.95
7858120,13-MAY-17 12:11:05,"STANDARD","EFT",1,189.39
7858121,13-MAY-17 12:11:05,"STANDARD","EFT",1,541.68
7858123,13-MAY-17 12:11:05,"STANDARD","EFT",1,145.3
7858124,13-MAY-17 12:11:05,"STANDARD","EFT",1,342.72
7858126,13-MAY-17 12:11:05,"STANDARD","EFT",1,1444.56
7858128,13-MAY-17 12:11:05,"STANDARD","EFT",1,771.86
7858130,13-MAY-17 12:11:05,"STANDARD","EFT",1,490.36
7858039,13-MAY-17 12:11:05,"STANDARD","EFT",1,34.94
7858041,13-MAY-17 12:11:05,"STANDARD","EFT",1,1831.04
7858042,13-MAY-17 12:11:05,"STANDARD","EFT",1,1831.09
7858043,13-MAY-17 12:11:05,"STANDARD","EFT",1,87.19
7858045,13-MAY-17 12:11:05,"STANDARD","EFT",1,78.12
7858046,13-MAY-17 12:11:05,"STANDARD","EFT",1,71.6
7858047,13-MAY-17 12:11:05,"STANDARD","EFT",1,63.21
7858048,13-MAY-17 12:11:05,"STANDARD","EFT",1,81
7858049,13-MAY-17 12:11:05,"STANDARD","EFT",1,17.6
7858051,13-MAY-17 12:11:05,"STANDARD","EFT",1,21.95
7858052,13-MAY-17 12:11:05,"STANDARD","EFT",1,11.99
7858054,13-MAY-17 12:11:05,"STANDARD","EFT",1,21.79
7858056,13-MAY-17 12:11:05,"STANDARD","EFT",1,11.99
7858050,13-MAY-17 12:11:05,"STANDARD","EFT",1,683.43
7858053,13-MAY-17 12:11:05,"STANDARD","EFT",1,201.04
7858055,13-MAY-17 12:11:05,"STANDARD","EFT",1,22.51
7858058,13-MAY-17 12:11:05,"STANDARD","EFT",1,23.91
7858059,13-MAY-17 12:11:05,"STANDARD","EFT",1,10.12
7858060,13-MAY-17 12:11:05,"STANDARD","EFT",1,31.71
7858061,13-MAY-17 12:11:05,"STANDARD","EFT",1,64.2
7858062,13-MAY-17 12:11:05,"STANDARD","EFT",1,309.63
7858064,13-MAY-17 12:11:05,"STANDARD","EFT",1,47.04
7858066,13-MAY-17 12:11:05,"STANDARD","EFT",1,1564.15
7858067,13-MAY-17 12:11:05,"STANDARD","EFT",1,131.41
7858068,13-MAY-17 12:11:05,"STANDARD","EFT",1,36.68
7858310,13-MAY-17 12:11:05,"STANDARD","EFT",1,129.44
7858311,13-MAY-17 12:11:05,"STANDARD","EFT",1,2009.92
7858312,13-MAY-17 12:11:05,"STANDARD","EFT",1,17.14
7858313,13-MAY-17 12:11:05,"STANDARD","EFT",1,32.98
7858314,13-MAY-17 12:11:05,"STANDARD","EFT",1,24.99
7858315,13-MAY-17 12:11:05,"STANDARD","EFT",1,35.5
7858316,13-MAY-17 12:11:05,"STANDARD","EFT",1,112.08
7858317,13-MAY-17 12:11:05,"STANDARD","EFT",1,27.7
7858318,13-MAY-17 12:11:05,"STANDARD","EFT",1,75.21
7858319,13-MAY-17 12:11:05,"STANDARD","EFT",1,314.21
7858320,13-MAY-17 12:11:05,"STANDARD","EFT",1,75.21
7858321,13-MAY-17 12:11:05,"STANDARD","EFT",1,62.13
7858323,13-MAY-17 12:11:05,"STANDARD","EFT",1,36.72
7858324,13-MAY-17 12:11:05,"STANDARD","EFT",1,216.25
7858325,13-MAY-17 12:11:05,"STANDARD","EFT",1,105.81
7858326,13-MAY-17 12:11:05,"STANDARD","EFT",1,68.41
7858375,13-MAY-17 12:11:05,"STANDARD","EFT",1,346.04
7858376,13-MAY-17 12:11:05,"STANDARD","EFT",1,27.46
7858377,13-MAY-17 12:11:05,"STANDARD","EFT",1,1056.08
7858378,13-MAY-17 12:11:05,"STANDARD","EFT",1,206.68
7858379,13-MAY-17 12:11:05,"STANDARD","EFT",1,53.55
7858381,13-MAY-17 12:11:05,"STANDARD","EFT",1,66.06
7858382,13-MAY-17 12:11:05,"STANDARD","EFT",1,106.48
7858383,13-MAY-17 12:11:05,"STANDARD","EFT",1,415.88
7858384,13-MAY-17 12:11:05,"STANDARD","EFT",1,80.97
7858385,13-MAY-17 12:11:05,"STANDARD","EFT",1,53.06
7858386,13-MAY-17 12:11:05,"STANDARD","EFT",1,28.68
7858387,13-MAY-17 12:11:05,"STANDARD","EFT",1,158.09
7858388,13-MAY-17 12:11:05,"STANDARD","EFT",1,38.35
7858389,13-MAY-17 12:11:05,"STANDARD","EFT",1,181.27
7858390,13-MAY-17 12:11:05,"STANDARD","EFT",1,71.68
7858391,13-MAY-17 12:11:05,"STANDARD","EFT",1,33.16
7858392,13-MAY-17 12:11:05,"STANDARD","EFT",1,106.42
7858393,13-MAY-17 12:11:05,"STANDARD","EFT",1,52.39
7858394,13-MAY-17 12:11:05,"STANDARD","EFT",1,197.58
7858395,13-MAY-17 12:11:05,"STANDARD","EFT",1,67.76
7858396,13-MAY-17 12:11:05,"STANDARD","EFT",1,474.26
7858397,13-MAY-17 12:11:05,"STANDARD","EFT",1,48.66
7858398,13-MAY-17 12:11:05,"STANDARD","EFT",1,44.33
7858399,13-MAY-17 12:11:05,"STANDARD","EFT",1,11.58
7858400,13-MAY-17 12:11:05,"STANDARD","EFT",1,11.58
7858401,13-MAY-17 12:11:05,"STANDARD","EFT",1,62.3
7858402,13-MAY-17 12:11:05,"STANDARD","EFT",1,347.87
7858403,13-MAY-17 12:11:05,"STANDARD","EFT",1,31.99
7858404,13-MAY-17 12:11:05,"STANDARD","EFT",1,17.63
7858405,13-MAY-17 12:11:05,"STANDARD","EFT",1,10.3
7858406,13-MAY-17 12:11:05,"STANDARD","EFT",1,180.82
7858407,13-MAY-17 12:11:05,"STANDARD","EFT",1,223.96
7858411,13-MAY-17 12:11:05,"STANDARD","EFT",1,28.98
7858413,13-MAY-17 12:11:05,"STANDARD","EFT",1,19.99
7858415,13-MAY-17 12:11:05,"STANDARD","EFT",1,35.52
7858416,13-MAY-17 12:11:05,"STANDARD","EFT",1,29.41
7858417,13-MAY-17 12:11:05,"STANDARD","EFT",1,53.41
7858418,13-MAY-17 12:11:05,"STANDARD","EFT",1,53.41
7858419,13-MAY-17 12:11:05,"STANDARD","EFT",1,107.91
7858420,13-MAY-17 12:11:05,"STANDARD","EFT",1,20.71
7858421,13-MAY-17 12:11:05,"STANDARD","EFT",1,51.48
7858422,13-MAY-17 12:11:05,"STANDARD","EFT",1,1661.2
7858423,13-MAY-17 12:11:05,"STANDARD","EFT",1,53.41
7858424,13-MAY-17 12:11:05,"STANDARD","EFT",1,53.41
7858425,13-MAY-17 12:11:05,"STANDARD","EFT",1,258.21
7858426,13-MAY-17 12:11:05,"STANDARD","EFT",1,21.73
7858427,13-MAY-17 12:11:05,"STANDARD","EFT",1,43.6
7858428,13-MAY-17 12:11:05,"STANDARD","EFT",1,39.98
7858429,13-MAY-17 12:11:05,"STANDARD","EFT",1,54
7858430,13-MAY-17 12:11:05,"STANDARD","XXDL_SUA_PYMT",1,116.12
7858431,13-MAY-17 12:11:05,"STANDARD","XXDL_SUA_PYMT",1,169.71
7858432,13-MAY-17 12:11:05,"STANDARD","XXDL_SUA_PYMT",1,202.05
7858433,13-MAY-17 12:11:05,"STANDARD","XXDL_SUA_PYMT",1,266.88
7858434,13-MAY-17 12:11:05,"STANDARD","XXDL_SUA_PYMT",1,2217.6
7858435,13-MAY-17 12:11:05,"STANDARD","XXDL_SUA_PYMT",1,730
7858436,13-MAY-17 12:11:05,"STANDARD","XXDL_SUA_PYMT",1,300.16
7858437,13-MAY-17 12:11:05,"STANDARD","XXDL_SUA_PYMT",1,207
7858438,13-MAY-17 12:11:05,"STANDARD","XXDL_SUA_PYMT",1,164
7858439,13-MAY-17 12:11:05,"STANDARD","XXDL_SUA_PYMT",1,155
7858440,13-MAY-17 12:11:05,"STANDARD","XXDL_SUA_PYMT",1,345.5
7858441,13-MAY-17 12:11:05,"STANDARD","XXDL_SUA_PYMT",1,646.05
7858442,13-MAY-17 12:11:05,"STANDARD","XXDL_SUA_PYMT",1,243
7858443,13-MAY-17 12:11:05,"STANDARD","XXDL_SUA_PYMT",1,128.8
7858444,13-MAY-17 12:11:05,"STANDARD","XXDL_SUA_PYMT",1,551.8
7858445,13-MAY-17 12:11:05,"STANDARD","XXDL_SUA_PYMT",1,204.8
7858446,13-MAY-17 12:11:05,"STANDARD","EFT",1,124.9
7858447,13-MAY-17 12:11:05,"STANDARD","EFT",1,48.8
7858448,13-MAY-17 12:11:05,"STANDARD","EFT",1,51.99
7858449,13-MAY-17 12:11:05,"STANDARD","EFT",1,64.31
7858450,13-MAY-17 12:11:05,"STANDARD","EFT",1,422.32
7858451,13-MAY-17 12:11:05,"STANDARD","EFT",1,320.41
7858452,13-MAY-17 12:11:05,"STANDARD","EFT",1,474.2
7858453,13-MAY-17 12:11:05,"STANDARD","EFT",1,346.63
7858454,13-MAY-17 12:11:05,"STANDARD","EFT",1,319.49
7858455,13-MAY-17 12:11:05,"STANDARD","EFT",1,101.63
7858456,13-MAY-17 12:11:05,"STANDARD","EFT",1,319.49
7858457,13-MAY-17 12:11:05,"STANDARD","EFT",1,351.5
7858458,13-MAY-17 12:11:05,"STANDARD","EFT",1,95.73
7858459,13-MAY-17 12:11:05,"STANDARD","EFT",1,91.89
7858460,13-MAY-17 12:11:05,"STANDARD","EFT",1,44.5
7858461,13-MAY-17 12:11:05,"STANDARD","EFT",1,58.86
7858462,13-MAY-17 12:11:05,"STANDARD","EFT",1,414.79
7858463,13-MAY-17 12:11:05,"STANDARD","EFT",1,38.04
7858464,13-MAY-17 12:11:05,"STANDARD","EFT",1,938.52
7858465,13-MAY-17 12:11:05,"STANDARD","EFT",1,1220.04
7858466,13-MAY-17 12:11:05,"STANDARD","EFT",1,1732.84
7858467,13-MAY-17 12:11:05,"STANDARD","EFT",1,14.25
7858468,13-MAY-17 12:11:05,"STANDARD","EFT",1,43.02
7858469,13-MAY-17 12:11:05,"STANDARD","EFT",1,90.99
7858470,13-MAY-17 12:11:05,"STANDARD","EFT",1,39.98
7858471,13-MAY-17 12:11:05,"STANDARD","EFT",1,62.5
7858472,13-MAY-17 12:11:05,"STANDARD","EFT",1,29.4
7858473,13-MAY-17 12:11:05,"STANDARD","EFT",1,17.17
7858474,13-MAY-17 12:11:05,"STANDARD","EFT",1,39.8
7858475,13-MAY-17 12:11:05,"STANDARD","EFT",1,227.96
7858476,13-MAY-17 12:11:05,"STANDARD","EFT",1,69.52
7858477,13-MAY-17 12:11:05,"STANDARD","EFT",1,54.65
7858478,13-MAY-17 12:11:05,"STANDARD","EFT",1,82.1
7858479,13-MAY-17 12:11:05,"STANDARD","EFT",1,101.68
7858480,13-MAY-17 12:11:05,"STANDARD","EFT",1,35.77
7858481,13-MAY-17 12:11:05,"STANDARD","EFT",1,82.73
7858482,13-MAY-17 12:11:05,"STANDARD","EFT",1,25.69
7858483,13-MAY-17 12:11:05,"STANDARD","EFT",1,221.75
7858484,13-MAY-17 12:11:05,"STANDARD","EFT",1,130.76
7858486,13-MAY-17 12:11:05,"STANDARD","EFT",1,19.59
7858488,13-MAY-17 12:11:05,"STANDARD","EFT",1,33.42
7858489,13-MAY-17 12:11:05,"STANDARD","EFT",1,16.85
7858327,13-MAY-17 12:11:05,"STANDARD","EFT",1,32.9
7858328,13-MAY-17 12:11:05,"STANDARD","EFT",1,53.87
7858329,13-MAY-17 12:11:05,"STANDARD","EFT",1,16.18
7858330,13-MAY-17 12:11:05,"STANDARD","EFT",1,93.93
7858331,13-MAY-17 12:11:05,"STANDARD","EFT",1,47.81
7858332,13-MAY-17 12:11:05,"STANDARD","EFT",1,44.51
7858333,13-MAY-17 12:11:05,"STANDARD","EFT",1,35.92
7858334,13-MAY-17 12:11:05,"STANDARD","EFT",1,28.42
7858335,13-MAY-17 12:11:05,"STANDARD","EFT",1,17.06
7858336,13-MAY-17 12:11:05,"STANDARD","EFT",1,102.94
7858337,13-MAY-17 12:11:05,"STANDARD","EFT",1,61.76
7858338,13-MAY-17 12:11:05,"STANDARD","EFT",1,36.08
7858340,13-MAY-17 12:11:05,"STANDARD","EFT",1,28.52
7858342,13-MAY-17 12:11:05,"STANDARD","EFT",1,23.42
7858343,13-MAY-17 12:11:05,"STANDARD","EFT",1,95.3
7858346,13-MAY-17 12:11:05,"STANDARD","EFT",1,37.22
7858347,13-MAY-17 12:11:05,"STANDARD","EFT",1,52.44
7858348,13-MAY-17 12:11:05,"STANDARD","EFT",1,26
7858349,13-MAY-17 12:11:05,"STANDARD","EFT",1,140.67
7858351,13-MAY-17 12:11:05,"STANDARD","EFT",1,26
7858352,13-MAY-17 12:11:05,"STANDARD","EFT",1,14.22
7858353,13-MAY-17 12:11:05,"STANDARD","EFT",1,11.18
7858354,13-MAY-17 12:11:05,"STANDARD","EFT",1,31.51
7858356,13-MAY-17 12:11:05,"STANDARD","EFT",1,246.39
7858357,13-MAY-17 12:11:05,"STANDARD","EFT",1,100.96
7858358,13-MAY-17 12:11:05,"STANDARD","EFT",1,153.42
7858359,13-MAY-17 12:11:05,"STANDARD","EFT",1,11.56
7858360,13-MAY-17 12:11:05,"STANDARD","EFT",1,63.07
7858361,13-MAY-17 12:11:05,"STANDARD","EFT",1,65.87
7858362,13-MAY-17 12:11:05,"STANDARD","EFT",1,10.55
7858363,13-MAY-17 12:11:05,"STANDARD","EFT",1,382.72
7858364,13-MAY-17 12:11:05,"STANDARD","EFT",1,32.93
7858365,13-MAY-17 12:11:05,"STANDARD","EFT",1,33.31
7858366,13-MAY-17 12:11:05,"STANDARD","EFT",1,109.52
7858367,13-MAY-17 12:11:05,"STANDARD","EFT",1,12.57
7858368,13-MAY-17 12:11:05,"STANDARD","EFT",1,87.53
7858369,13-MAY-17 12:11:05,"STANDARD","EFT",1,280.61
7858370,13-MAY-17 12:11:05,"STANDARD","EFT",1,99.58
7858371,13-MAY-17 12:11:05,"STANDARD","EFT",1,243.61
7858373,13-MAY-17 12:11:05,"STANDARD","EFT",1,434.51
7858374,13-MAY-17 12:11:05,"STANDARD","EFT",1,240.52
7858225,13-MAY-17 12:11:05,"STANDARD","XXDL_SUA_PYMT",1,5127.36
7858226,13-MAY-17 12:11:05,"STANDARD","XXDL_SUA_PYMT",1,311.74
7858227,13-MAY-17 12:11:05,"STANDARD","XXDL_SUA_PYMT",1,491.59
7858228,13-MAY-17 12:11:05,"STANDARD","XXDL_SUA_PYMT",1,729.21
7858229,13-MAY-17 12:11:05,"STANDARD","XXDL_SUA_PYMT",1,1095.86
7858230,13-MAY-17 12:11:05,"STANDARD","XXDL_SUA_PYMT",1,174.95
7858231,13-MAY-17 12:11:05,"STANDARD","XXDL_SUA_PYMT",1,461.72
7858232,13-MAY-17 12:11:05,"STANDARD","XXDL_SUA_PYMT",1,1088.37
7858233,13-MAY-17 12:11:05,"STANDARD","XXDL_SUA_PYMT",1,409.08
7858234,13-MAY-17 12:11:05,"STANDARD","XXDL_SUA_PYMT",1,198.4
7858235,13-MAY-17 12:11:05,"STANDARD","XXDL_SUA_PYMT",1,4666.84
7858236,13-MAY-17 12:11:05,"STANDARD","XXDL_SUA_PYMT",1,286.62
7858237,13-MAY-17 12:11:05,"STANDARD","XXDL_SUA_PYMT",1,531.5
7858238,13-MAY-17 12:11:05,"STANDARD","XXDL_SUA_PYMT",1,1416.46
7858239,13-MAY-17 12:11:05,"STANDARD","XXDL_SUA_PYMT",1,322.1
7858240,13-MAY-17 12:11:05,"STANDARD","XXDL_SUA_PYMT",1,281.22
7858241,13-MAY-17 12:11:05,"STANDARD","XXDL_SUA_PYMT",1,71.69
7858242,13-MAY-17 12:11:05,"STANDARD","XXDL_SUA_PYMT",1,3895.55
7858243,13-MAY-17 12:11:05,"STANDARD","XXDL_SUA_PYMT",1,333.92
7858244,13-MAY-17 12:11:05,"STANDARD","XXDL_SUA_PYMT",1,293.6
7858245,13-MAY-17 12:11:05,"STANDARD","XXDL_SUA_PYMT",1,93.2
7858246,13-MAY-17 12:11:05,"STANDARD","XXDL_SUA_PYMT",1,204.73
7858247,13-MAY-17 12:11:05,"STANDARD","XXDL_SUA_PYMT",1,229.99
7858248,13-MAY-17 12:11:05,"STANDARD","XXDL_SUA_PYMT",1,367.33
7858249,13-MAY-17 12:11:05,"STANDARD","XXDL_SUA_PYMT",1,298.4
7858250,13-MAY-17 12:11:05,"STANDARD","XXDL_SUA_PYMT",1,338.4
7858251,13-MAY-17 12:11:05,"STANDARD","XXDL_SUA_PYMT",1,688.34
7858252,13-MAY-17 12:11:05,"STANDARD","XXDL_SUA_PYMT",1,164.15
7858253,13-MAY-17 12:11:05,"STANDARD","XXDL_SUA_PYMT",1,243.46
7858254,13-MAY-17 12:11:05,"STANDARD","XXDL_SUA_PYMT",1,549.84
7858255,13-MAY-17 12:11:05,"STANDARD","XXDL_SUA_PYMT",1,201.65
7858256,13-MAY-17 12:11:05,"STANDARD","XXDL_SUA_PYMT",1,655.09
7858257,13-MAY-17 12:11:05,"STANDARD","XXDL_SUA_PYMT",1,231.63
7858258,13-MAY-17 12:11:05,"STANDARD","XXDL_SUA_PYMT",1,81.29
7858259,13-MAY-17 12:11:05,"STANDARD","XXDL_SUA_PYMT",1,71.46
7858260,13-MAY-17 12:11:05,"STANDARD","XXDL_SUA_PYMT",1,341.21
7858261,13-MAY-17 12:11:05,"STANDARD","EFT",1,298.86
7858262,13-MAY-17 12:11:05,"STANDARD","EFT",1,926.14
7858263,13-MAY-17 12:11:05,"STANDARD","EFT",1,269.84
7858264,13-MAY-17 12:11:05,"STANDARD","EFT",1,364.71
7858265,13-MAY-17 12:11:05,"STANDARD","EFT",1,361.53
7858266,13-MAY-17 12:11:05,"STANDARD","EFT",1,30.98
7858267,13-MAY-17 12:11:05,"STANDARD","EFT",1,35.99
7858268,13-MAY-17 12:11:05,"STANDARD","EFT",1,25.3
7858269,13-MAY-17 12:11:05,"STANDARD","EFT",1,124.35
7858270,13-MAY-17 12:11:05,"STANDARD","EFT",1,13.72
7858272,13-MAY-17 12:11:05,"STANDARD","XXDL_SUA_PYMT",1,184.47
7858273,13-MAY-17 12:11:05,"STANDARD","XXDL_SUA_PYMT",1,105.79
7858274,13-MAY-17 12:11:05,"STANDARD","XXDL_SUA_PYMT",1,152.73
7858275,13-MAY-17 12:11:05,"STANDARD","XXDL_SUA_PYMT",1,94.65
7858276,13-MAY-17 12:11:05,"STANDARD","EFT",1,278.92
7858277,13-MAY-17 12:11:05,"STANDARD","EFT",1,75.21
7858278,13-MAY-17 12:11:05,"STANDARD","EFT",1,75.21
7858279,13-MAY-17 12:11:05,"STANDARD","EFT",1,75.21
7858280,13-MAY-17 12:11:05,"STANDARD","EFT",1,43.55
7858281,13-MAY-17 12:11:05,"STANDARD","EFT",1,75.21
7858283,13-MAY-17 12:11:05,"STANDARD","EFT",1,15.69
7858284,13-MAY-17 12:11:05,"STANDARD","EFT",1,96.55
7858285,13-MAY-17 12:11:05,"STANDARD","EFT",1,164.92
7858286,13-MAY-17 12:11:05,"STANDARD","EFT",1,10.71
7858287,13-MAY-17 12:11:05,"STANDARD","EFT",1,103.94
7858288,13-MAY-17 12:11:05,"STANDARD","EFT",1,4275.38
7858289,13-MAY-17 12:11:05,"STANDARD","EFT",1,7378.62
7858290,13-MAY-17 12:11:05,"STANDARD","EFT",1,119.01
7858291,13-MAY-17 12:11:05,"STANDARD","EFT",1,115.2
7858292,13-MAY-17 12:11:05,"STANDARD","EFT",1,497.32
7858293,13-MAY-17 12:11:05,"STANDARD","EFT",1,691.21
7858294,13-MAY-17 12:11:05,"STANDARD","EFT",1,178.51
7858295,13-MAY-17 12:11:05,"STANDARD","EFT",1,29.45
7858296,13-MAY-17 12:11:05,"STANDARD","EFT",1,87.6
7858297,13-MAY-17 12:11:05,"STANDARD","EFT",1,47.06
7858298,13-MAY-17 12:11:05,"STANDARD","EFT",1,51.78
7858299,13-MAY-17 12:11:05,"STANDARD","EFT",1,51.78
7858300,13-MAY-17 12:11:05,"STANDARD","EFT",1,23.39
7858301,13-MAY-17 12:11:05,"STANDARD","EFT",1,27.22
7858302,13-MAY-17 12:11:05,"STANDARD","EFT",1,11.42
7858303,13-MAY-17 12:11:05,"STANDARD","EFT",1,68.85
7858304,13-MAY-17 12:11:05,"STANDARD","EFT",1,90.03
7858305,13-MAY-17 12:11:05,"STANDARD","EFT",1,98.91
7858306,13-MAY-17 12:11:05,"STANDARD","EFT",1,74.11
7858307,13-MAY-17 12:11:05,"STANDARD","EFT",1,60.6
7858308,13-MAY-17 12:11:05,"STANDARD","EFT",1,1004.58
7858309,13-MAY-17 12:11:05,"STANDARD","EFT",1,218.88
7858570,13-MAY-17 12:11:05,"STANDARD","EFT",1,3231.31
7858571,13-MAY-17 12:11:05,"STANDARD","EFT",1,117.92
7858572,13-MAY-17 12:11:05,"STANDARD","EFT",1,4186.84
7858573,13-MAY-17 12:11:05,"STANDARD","EFT",1,136.35
7858574,13-MAY-17 12:11:05,"STANDARD","EFT",1,213.47
7858575,13-MAY-17 12:11:05,"STANDARD","EFT",1,343.91
7858576,13-MAY-17 12:11:05,"STANDARD","EFT",1,103.99
7858577,13-MAY-17 12:11:05,"STANDARD","EFT",1,207.29
7858578,13-MAY-17 12:11:05,"STANDARD","EFT",1,185.56
7858579,13-MAY-17 12:11:05,"STANDARD","EFT",1,459.71
7858580,13-MAY-17 12:11:05,"STANDARD","EFT",1,331.31
7858581,13-MAY-17 12:11:05,"STANDARD","EFT",1,354.92
7858582,13-MAY-17 12:11:05,"STANDARD","EFT",1,59.77
7858583,13-MAY-17 12:11:05,"STANDARD","EFT",1,130.8
7858584,13-MAY-17 12:11:05,"STANDARD","EFT",1,78.61
7858585,13-MAY-17 12:11:05,"STANDARD","EFT",1,149.45
7858634,13-MAY-17 12:11:05,"STANDARD","EFT",1,61.11
7858635,13-MAY-17 12:11:05,"STANDARD","EFT",1,200.02
7858636,13-MAY-17 12:11:05,"STANDARD","EFT",1,94.83
7858637,13-MAY-17 12:11:05,"STANDARD","EFT",1,94.83
7858638,13-MAY-17 12:11:05,"STANDARD","EFT",1,558.47
7858639,13-MAY-17 12:11:05,"STANDARD","EFT",1,48.66
7858640,13-MAY-17 12:11:05,"STANDARD","EFT",1,190.2
7858641,13-MAY-17 12:11:05,"STANDARD","EFT",1,201.85
7858642,13-MAY-17 12:11:05,"STANDARD","EFT",1,179.09
7858643,13-MAY-17 12:11:05,"STANDARD","EFT",1,93.43
7858644,13-MAY-17 12:11:05,"STANDARD","EFT",1,472.7
7858645,13-MAY-17 12:11:05,"STANDARD","EFT",1,446.91
7858646,13-MAY-17 12:11:05,"STANDARD","EFT",1,178.93
7858647,13-MAY-17 12:11:05,"STANDARD","EFT",1,1882.79
7858648,13-MAY-17 12:11:05,"STANDARD","EFT",1,493.31
7858649,13-MAY-17 12:11:05,"STANDARD","EFT",1,807.13
7858650,13-MAY-17 12:11:05,"STANDARD","EFT",1,273.56
7858651,13-MAY-17 12:11:05,"STANDARD","EFT",1,98.14
7858652,13-MAY-17 12:11:05,"STANDARD","EFT",1,1155.65
7858653,13-MAY-17 12:11:05,"STANDARD","EFT",1,229.91
7858654,13-MAY-17 12:11:05,"STANDARD","EFT",1,273.57
7858655,13-MAY-17 12:11:05,"STANDARD","EFT",1,169.69
7858656,13-MAY-17 12:11:05,"STANDARD","EFT",1,31.61
7858657,13-MAY-17 12:11:05,"STANDARD","EFT",1,295.81
7858658,13-MAY-17 12:11:05,"STANDARD","EFT",1,705.79
7858659,13-MAY-17 12:11:05,"STANDARD","EFT",1,1783.49
7858660,13-MAY-17 12:11:05,"STANDARD","EFT",1,17.31
7858661,13-MAY-17 12:11:05,"STANDARD","EFT",1,861.84
7858662,13-MAY-17 12:11:05,"STANDARD","EFT",1,162.76
7858663,13-MAY-17 12:11:05,"STANDARD","EFT",1,149.85
7858664,13-MAY-17 12:11:05,"STANDARD","EFT",1,499.34
7858665,13-MAY-17 12:11:05,"STANDARD","EFT",1,40.4
7858666,13-MAY-17 12:11:05,"STANDARD","EFT",1,1100.37
7858667,13-MAY-17 12:11:05,"STANDARD","EFT",1,909.37
7858668,13-MAY-17 12:11:05,"STANDARD","EFT",1,41.02
7858669,13-MAY-17 12:11:05,"STANDARD","EFT",1,40.45
7858670,13-MAY-17 12:11:05,"STANDARD","EFT",1,251.67
7858673,13-MAY-17 12:11:05,"STANDARD","EFT",1,338.6
7858674,13-MAY-17 12:11:05,"STANDARD","EFT",1,33.67
7858676,13-MAY-17 12:11:05,"STANDARD","EFT",1,71.75
7858677,13-MAY-17 12:11:05,"STANDARD","EFT",1,30.99
7858678,13-MAY-17 12:11:05,"STANDARD","EFT",1,37.76
7858680,13-MAY-17 12:11:05,"STANDARD","EFT",1,21.23
7858682,13-MAY-17 12:11:05,"STANDARD","EFT",1,50.51
7858683,13-MAY-17 12:11:05,"STANDARD","EFT",1,24.46
7858684,13-MAY-17 12:11:05,"STANDARD","EFT",1,17.61
7858685,13-MAY-17 12:11:05,"STANDARD","EFT",1,25.57
7858686,13-MAY-17 12:11:05,"STANDARD","EFT",1,24.08
7858688,13-MAY-17 12:11:05,"STANDARD","EFT",1,45.27
7858689,13-MAY-17 12:11:05,"STANDARD","EFT",1,36.56
7858690,13-MAY-17 12:11:05,"STANDARD","EFT",1,63.23
7858691,13-MAY-17 12:11:05,"STANDARD","EFT",1,865.87
7858692,13-MAY-17 12:11:05,"STANDARD","EFT",1,11.23
7858693,13-MAY-17 12:11:05,"STANDARD","EFT",1,193.04
7858694,13-MAY-17 12:11:05,"STANDARD","EFT",1,122.45
7858695,13-MAY-17 12:11:05,"STANDARD","EFT",1,183.01
7858696,13-MAY-17 12:11:05,"STANDARD","EFT",1,116.66
7858697,13-MAY-17 12:11:05,"STANDARD","EFT",1,291.89
7858698,13-MAY-17 12:11:05,"STANDARD","EFT",1,140.66
7858699,13-MAY-17 12:11:05,"STANDARD","EFT",1,256.76
7858700,13-MAY-17 12:11:05,"STANDARD","EFT",1,290.82
7858701,13-MAY-17 12:11:05,"STANDARD","EFT",1,66.82
7858702,13-MAY-17 12:11:05,"STANDARD","EFT",1,60.15
7858703,13-MAY-17 12:11:05,"STANDARD","EFT",1,92.81
7858704,13-MAY-17 12:11:05,"STANDARD","EFT",1,484.32
7858705,13-MAY-17 12:11:05,"STANDARD","EFT",1,802.46
7858706,13-MAY-17 12:11:05,"STANDARD","EFT",1,254.99
7858707,13-MAY-17 12:11:05,"STANDARD","EFT",1,389.27
7858708,13-MAY-17 12:11:05,"STANDARD","EFT",1,259
7858709,13-MAY-17 12:11:05,"STANDARD","EFT",1,266.61
7858710,13-MAY-17 12:11:05,"STANDARD","EFT",1,951.22
7858711,13-MAY-17 12:11:05,"STANDARD","EFT",1,483.27
7858712,13-MAY-17 12:11:05,"STANDARD","EFT",1,19.9
7858713,13-MAY-17 12:11:05,"STANDARD","EFT",1,383.93
